0	[0.69010055,0.77930367,0.18690586,0.42522168,0.15164232,0.017269135,0.34864378,0.5507368,0.38364732,0.6431477]
25	[0.65386087,0.85643214,0.53883904,0.4301768,0.046953037,0.237137,0.8225464,0.8693945,0.09669545,0.92924297]
30	[0.2750021,0.9259631,0.6314028,0.1508308,0.2277475,0.10902746,0.6410289,0.66485655,0.08933439,0.50707316]
40	[0.100706615,0.44785818,0.018818185,0.6439448,0.6587343,0.75773,0.5746821,0.44784576,0.111892544,0.89404434]
65	[-0.004719914,0.345127,0.457344,0.98656243,0.7347077,0.3553828,0.19993712,0.96110326,0.09244696,0.27570114]
70	[0.22770655,0.2634793,0.05739871,0.10044944,0.61664206,0.08151906,0.48886535,0.82146484,0.17124023,0.45455703]
75	[0.61021703,0.28357193,0.5188551,0.21736303,0.9330966,0.30466333,0.7765242,0.85118884,0.43817413,0.009733076]
85	[0.55002755,0.2959919,0.28583395,0.47860166,0.85812056,0.7446875,0.6829158,0.9069709,0.2314198,0.48074722]
265	[0.57481533,0.08579977,0.60993993,0.17892626,0.46594086,0.6193297,0.51957303,0.9017796,0.7330563,0.3323721]
275	[0.03644515,0.10922644,0.22560675,0.68023264,0.90439314,0.6895636,0.39163914,0.59916806,0.015669046,0.98815364]
285	[0.70418376,0.0703099,0.8076522,0.8250585,0.6108011,0.47392622,0.4231847,0.9196573,0.011458989,0.6955348]
295	[0.15872979,0.75633055,0.19147499,0.743884,0.3921738,0.12287851,0.061549325,0.8709685,0.00981737,0.7110547]
300	[0.19438063,0.19924407,0.29685846,0.88349926,0.57317513,0.6702074,0.8640239,0.2717784,0.47822273,0.056317694]
325	[0.10746326,0.720012,0.82656085,0.9312605,0.046668686,0.36271212,0.057556257,0.31033733,0.60513043,0.39222032]
355	[0.06502052,0.79874206,0.3114907,0.052968472,0.29687372,0.7591088,0.8704146,0.54124814,0.7593651,0.37869638]
370	[0.45536447,0.24302122,0.9780002,0.9719217,0.36840928,0.2939021,0.41772512,0.2193059,0.15176421,0.270806]
385	[0.104764834,0.69807327,0.024317997,0.14480135,0.7476626,0.4053695,0.94219923,0.33159497,0.09985389,0.24182238]
395	[0.0971676,0.004330439,0.20866165,0.31631333,0.34005934,0.58410007,0.47649857,0.46002066,0.9670231,0.9246756]
455	[0.61815494,0.2418689,0.6100704,0.9557079,0.03739604,0.65791565,0.6288786,0.28343898,0.23242381,0.20727028]
485	[0.8972143,0.6898922,0.4708554,0.15781781,0.7432868,0.6667962,0.5749172,0.22792442,0.48696822,0.022732278]
495	[0.38335583,0.5386572,0.80144435,0.27729,0.43042135,0.50609124,0.60965836,0.0854575,0.3505121,0.34700269]
525	[0.70871603,0.33932123,0.26549122,0.18239595,0.8417772,0.56650335,0.2485251,0.6399175,0.9818297,0.03376269]
535	[0.12172502,0.23003256,0.23679128,0.12742609,0.08687157,0.37373155,0.36753795,0.47470176,0.27451092,0.58814716]
560	[0.42718437,0.503877,0.9197911,0.22598916,0.19949347,0.7102018,0.8501781,0.72138953,0.7786323,0.9818773]
580	[0.18007627,0.5130196,0.7089763,0.88815236,0.20864508,0.5879864,0.6985344,0.110329255,0.8396868,0.28939134]
585	[0.25670922,0.3992269,0.6971951,0.6929521,0.061555732,0.48037457,0.8016772,0.6296094,0.42156744,0.8809621]
625	[0.8067178,0.929506,0.26539534,0.39088687,0.5108356,0.52080214,0.5732706,0.7787234,0.13623336,0.66502464]
630	[0.2217445,0.15789497,0.15339144,0.06875173,0.28136554,0.3608747,0.3490428,0.52714354,0.8164727,0.7912609]
635	[0.5417161,0.8473804,0.04885598,0.35650647,0.63924444,0.7355888,0.18400578,0.44765666,0.6292519,0.15286191]
645	[0.8004384,0.45908943,0.6982464,0.9586318,0.5269676,0.16663298,0.5881707,0.4292027,0.28373507,0.87871253]
660	[0.08893722,0.7367461,0.99050045,0.11472716,0.4631712,0.48177513,0.048307247,0.08996225,0.41401955,0.34429812]
675	[0.53795356,0.5932223,0.02533466,0.96526873,0.94872224,0.36594906,0.49792984,0.68272537,0.5315711,0.63596505]
680	[0.50536096,0.034318916,0.7568032,0.6556967,0.35672253,0.41925183,0.57444286,0.3361735,0.15917048,0.27517626]
710	[0.33080176,0.6221629,0.953806,0.038561236,0.9375775,0.05901363,0.25500464,0.9757725,0.14217663,0.20493253]
745	[0.7244722,0.36040425,0.300016,0.37065947,0.6056706,0.8208392,0.9836064,0.18869197,0.11666985,0.21037735]
750	[0.9783998,0.28531712,0.5969474,0.24840564,0.93653554,0.9365632,0.16522202,0.51961446,0.8134719,0.83413184]
785	[0.35762548,0.97341883,0.39676583,0.35889563,0.031070897,0.9085228,0.8649801,0.18319763,0.635,0.7965999]
820	[0.17233393,0.13703291,0.6264902,0.52857643,0.5196234,0.74024844,0.45331654,0.3290166,0.2474611,0.76108694]
970	[0.94336474,0.39891645,0.66372144,0.099904984,0.25629184,0.85277784,0.36853546,0.79210204,0.30880016,0.6141148]
985	[0.8837554,0.7599747,0.7784371,0.17688826,0.76257706,0.13748695,0.37286767,0.74376756,0.57205606,0.47999364]
1105	[0.46376455,0.20801865,0.1112411,0.038402956,0.98050773,0.10659083,0.79165995,0.19518898,0.1105159,0.5329779]
1195	[0.9808905,0.20739347,0.16905299,0.33563182,0.17490914,0.3353157,0.71516347,0.38351652,0.5273551,0.88614905]
1210	[0.7765357,0.14424615,0.4899293,0.43204713,0.8946558,0.4241278,0.0117956195,0.11120872,0.3513168,0.12351328]
1220	[0.73375326,0.1792212,0.4896963,0.2976347,0.84254044,0.8284325,0.52991796,0.66781944,0.51594806,0.47196683]
1225	[0.29056206,0.31442842,0.9012258,0.8312197,0.41230804,0.65935975,0.7877246,-0.012343295,0.23988502,0.92855704]
1245	[0.41598803,0.6638653,0.7269125,0.9510103,0.42621583,0.8982162,0.16117592,0.9027674,0.21453008,0.4302976]
1260	[0.9024339,0.1123798,0.19355032,0.35845155,0.54928213,0.5322912,0.63570774,0.12172062,0.29543164,0.67924416]
1285	[0.31154996,0.33692443,0.7311197,0.21737213,0.3771478,0.20835501,0.03158081,0.41938138,0.08470859,0.98955387]
1385	[0.5145781,0.25364372,0.67871696,0.09403622,0.71190107,0.09617301,0.76249886,0.735416,0.122291036,0.16487667]
1395	[-0.0032235957,0.5437785,0.5066021,0.40267435,0.47661743,0.3086194,0.61026025,0.7078336,0.985841,0.73622996]
1415	[0.10881643,0.102139086,0.7089731,0.4944721,0.3360743,0.8724516,0.25346768,0.5142281,0.26786762,0.39217573]
1445	[0.6041637,0.62775606,-0.0033149617,0.09525938,0.671346,0.9365057,0.7717069,0.43668535,0.51636297,0.6270611]
1485	[0.18033434,0.64108086,0.096541665,0.025011085,0.85792166,0.9339436,0.6963489,0.7917495,0.4116202,0.20527807]
1540	[0.3536386,0.73463804,0.6538443,0.2480149,0.6011838,0.025679583,0.4089689,0.23103186,0.71304774,0.70112395]
1545	[0.6539591,0.41321498,0.5052258,0.025607748,0.4308003,0.9608649,0.22579348,0.25829706,0.94132334,0.9493887]
1590	[0.7670769,0.17456135,0.30022183,0.8206599,0.078227416,0.9086692,0.039253764,0.15609938,0.7817206,0.9355846]
1605	[0.11988927,0.6419786,0.19969974,0.17893782,0.8021117,0.9152524,0.10687908,0.5092103,0.00550854,0.88847774]
1610	[0.15857512,0.59599626,0.103945784,0.6868993,0.7981282,0.18470201,0.4407698,0.12693909,0.24213098,0.3500141]
1735	[0.61260474,0.8786357,0.9058246,0.93573666,-0.005334834,0.46015596,0.86595315,0.19263697,0.40809962,0.09201885]
1740	[0.71078795,0.030534469,0.2836246,0.36597568,0.2727869,0.12361502,0.24122639,0.15747356,0.014102761,0.5190236]
1800	[0.41587645,0.7961756,0.32977843,0.42290747,0.3439783,0.4080866,0.14227,0.6366292,0.9047843,0.52816164]
1815	[0.918908,0.86116034,0.74334407,0.87843156,0.8214982,0.36963823,0.40114316,0.024621585,0.4030618,0.12519076]
1820	[0.49739912,0.020891849,0.55374014,0.24571675,0.28612956,0.30701122,0.87013406,0.5505268,0.73903954,0.34853533]
1870	[0.46912763,0.72021294,0.14085992,0.13721642,0.8400415,0.4207253,0.39328513,0.86277694,0.69872355,0.31688747]
1885	[0.073129684,0.34501728,0.9725968,0.23153639,0.21982513,0.86372036,0.07409998,0.60700285,0.9649895,-0.0055367197]
1985	[0.75832576,0.4597326,0.11275537,0.45317277,0.71850246,0.55091465,0.27923357,0.5992218,-0.0017320048,0.64603674]
2000	[0.82377493,0.52874005,0.5749026,0.4574607,0.71237767,-0.016866196,0.07464425,0.57447237,0.58106977,0.5321815]
2025	[0.5547454,0.8115414,0.67624885,0.11410415,0.099082805,0.25192446,0.7190841,0.057601675,0.29928353,0.13063695]
2050	[0.29825547,0.9226151,0.42995512,0.36730215,0.93050486,0.361132,0.4414227,0.71150255,0.49510768,0.12783848]
2170	[0.63155997,0.70414776,0.44234172,0.4836506,0.324659,0.26118112,0.97107905,0.4499592,0.3353759,0.33211344]
2270	[0.48615342,0.94004756,0.05442698,0.6205697,0.98246586,0.08879449,0.73441106,0.13494581,0.12123216,-0.024845216]
2315	[0.039110657,0.09243824,0.9808966,0.43976635,0.75010914,0.68344283,0.76571184,0.80334806,0.71110135,0.29983315]
2445	[0.7981125,0.30209476,0.65881497,0.4010907,0.49980602,0.43713644,0.7393097,0.41466454,0.37962624,0.09481344]
2465	[0.91354305,0.7418766,0.47519675,0.86467844,0.17237632,0.90134466,0.8498722,0.040106956,0.90891564,0.46569213]
2520	[0.2604919,0.7570653,0.65653527,0.07770564,0.5475267,0.23332575,0.28765717,0.17501475,0.22985521,0.6887417]
2530	[0.6216122,0.5192654,0.6231009,0.05539674,0.8971078,0.6072495,0.8266488,0.5805096,0.39045268,0.5235404]
2645	[0.3232639,0.5602998,0.7991302,0.61747986,0.29676273,0.68472224,0.06185282,0.61682177,0.0091992635,0.97672635]
2675	[0.6960736,0.8962251,0.563065,0.5943219,0.960717,0.21772915,0.15648587,0.5607477,0.7107663,0.25469396]
2690	[0.9057575,0.07430519,0.35203862,0.48634508,0.33624166,0.976328,0.70593387,0.9110814,0.32638332,0.37185264]
2740	[0.3804709,0.07046854,0.37762254,0.06400008,0.039587304,0.28854197,0.14455387,0.07829711,0.88619405,0.65840924]
2785	[0.5177306,0.5472008,0.91994417,0.88212836,0.64027524,0.52930856,0.002610743,0.88237953,0.50420624,0.81554335]
2910	[0.44589788,0.46931505,0.8363679,0.71573454,0.6943199,0.60568106,0.6652861,0.11194559,0.40370265,0.6566389]
2940	[0.722112,0.7238415,0.8496455,0.11682111,0.73489976,0.24746381,0.23345155,0.7259505,0.15414722,0.89983004]
3055	[0.42754167,0.09381648,0.657225,0.6299624,0.6290796,0.651744,0.59923285,0.5319871,0.031817183,0.79990035]
3195	[0.75288105,0.10145114,0.3108923,0.47538766,0.3848034,0.13900656,0.95139897,0.428994,0.037122436,0.3172181]
3210	[0.5531712,0.7127358,0.55137676,0.94186383,0.25422695,0.12927315,0.29379848,0.17860378,0.32029113,0.013421366]
3520	[0.94119686,-0.010005562,0.5446905,0.11715334,0.898865,0.18351358,0.24894327,0.2726541,0.18655398,0.2136408]
3620	[0.12806253,0.24688253,0.5027031,0.541604,0.9767966,0.64767164,0.0897853,0.17997895,0.9861836,0.18045679]
3640	[0.588701,0.5065413,0.64149684,0.4968236,0.8288685,0.20220777,0.44279346,0.2109868,0.4176266,0.46846974]
3875	[0.5938284,0.6067436,0.064958714,0.27500844,0.5529867,0.010116984,0.8650774,0.44238606,0.07683427,0.1449096]
3935	[0.5333536,0.7083094,0.6016144,0.72232085,0.9669017,0.45204917,0.6871925,0.7462453,0.39509037,0.30817544]
3990	[0.04835356,0.6185599,0.705711,0.5651421,0.20649077,0.004526891,0.71489656,0.82610255,0.97701716,0.5275763]
4150	[0.8125993,0.7848989,0.9613881,0.23678827,0.34425092,0.36137977,0.7805921,0.7971863,0.43748003,0.42497292]
4215	[0.3445275,0.42957324,0.7735452,0.29318616,0.26841086,0.3572922,0.66676104,0.9540933,0.76977867,0.9223046]
4265	[0.943014,0.5075644,0.17310728,0.022335252,0.94875133,0.8170499,0.34883764,0.06337999,0.05249821,0.13746426]
4345	[0.77632165,0.7573897,0.70424426,0.7469711,0.95575905,0.9252193,0.73265857,0.94984454,-0.008424185,0.0864799]
4355	[-0.0069321184,0.9121719,0.17448959,0.32023647,0.90642047,0.4431042,0.62981707,0.6543974,0.7032156,0.2718589]
4575	[0.07098365,0.55369556,0.46502227,0.08545893,0.9688478,0.22610682,0.0214641,0.79861784,0.5166684,0.48590106]
4620	[0.8365226,0.9039191,0.77998334,0.02473788,0.28483823,0.09099764,0.6848038,0.645584,0.33665872,0.2593861]
