51725:0.627409,0.8359935,0.46546495,0.6671624,0.017739177,0.6495521,0.68504405,0.6135031,0.9929521,0.73223734
67139:0.01453805,0.8697078,0.61218786,0.9184226,0.7492378,0.70624816,0.45402622,0.026774526,0.69912493,0.75595474
5233:0.47036016,0.43731713,0.7340456,0.321074,0.66771245,0.25188887,0.58267295,0.31876564,0.2840879,0.34839916
12348:0.6043372,0.4235196,0.6749357,0.20420551,0.6870115,0.4435346,0.88431,0.49802077,0.87569666,0.35941815
4291:0.9469297,0.7196131,0.5397546,0.74421465,0.12085831,0.72378767,0.13349462,0.79856145,0.5306661,0.83884585
7153:0.37331104,0.9023303,0.83405006,0.3752036,0.43625414,0.77632535,0.2410227,0.01002419,0.5892831,0.74066436
95400:0.1166271,0.6965065,0.67129827,0.1883372,0.79949725,0.36901343,0.48034656,0.1600616,0.770694,0.9898119
27178:0.041903853,0.29670238,0.49785495,0.43571317,0.42758727,0.399652,0.7013074,0.18723834,0.22997105,0.22650993
17937:0.5655823,0.7011658,0.18822682,0.9785558,0.8925134,0.3454132,0.46626318,0.3747846,0.60092974,0.3165028
7189:0.49364638,0.6780609,0.15115821,0.615818,0.7141113,0.28480625,0.7352307,0.4552369,0.5302075,0.60577047
50828:0.30604088,0.8762139,0.46594548,0.72204685,0.30713594,0.10502553,0.09849429,0.22309685,0.4756726,0.07665837
4309:0.584072,0.6656327,0.63204694,0.7584933,0.22000217,0.8166251,0.24709857,0.54469407,0.5921309,0.60358155
1752:0.472404,0.7992166,0.62335336,0.6152725,0.12981498,0.044600368,0.47874272,0.906984,0.12588346,0.33824039
61917:0.08343387,0.22653723,0.7157649,0.02252376,0.19639122,0.6855407,0.3081571,0.9132501,0.15854335,0.39033198
5269:0.7792494,0.10654545,0.6743388,0.57681465,0.8847004,0.7541317,0.0037630796,0.07376444,0.7395617,0.4672048
5610:0.5055418,0.9698138,0.10035288,0.10128307,0.07826567,0.087598205,0.9039844,0.8138628,0.13209236,0.049192548
442:0.9835798,0.6055554,0.047024995,0.22247225,0.86673355,0.8762908,0.33055204,0.86019653,0.16131565,0.5130745
33871:0.5167142,0.52448785,0.4595536,0.049357057,0.8210534,0.70154786,0.5582926,0.43575668,0.1826576,0.7617394
46396:0.90172005,0.2613461,0.35767102,0.38971412,0.74985325,0.10619223,0.71313906,0.99496424,0.24189031,0.69214773
83261:0.24032736,0.039740562,0.89749897,0.035374045,0.3910569,0.32013047,0.029021144,0.28837156,0.48793006,0.241104
6884:0.030332446,0.55763626,0.44636083,0.8244221,0.73209524,0.92642164,0.8317604,0.8615346,0.2612399,0.58192515
4372:0.5729346,0.71640706,0.67238235,0.2969315,0.8986517,0.9803524,0.055095077,0.36323464,0.67355955,0.06793141
1815:0.95072365,0.5292556,0.6816646,0.19535804,0.75263286,0.2382369,0.84466016,0.07540548,0.34512568,0.25766993
1474:0.78489935,0.4651072,0.6954392,0.896801,0.55753136,0.1395303,0.023307681,0.5081092,0.7588581,0.6124326
1411:0.0753299,0.24959123,0.5862895,0.62647164,0.83157253,0.7825525,0.40534723,0.37355268,0.8504311,0.51257336
729:0.6204715,0.02219963,0.13765621,0.12175572,0.9351312,0.3020109,0.2647848,0.16340578,0.16042745,0.22630847
15802:0.59650314,0.5349878,0.3223238,0.03475952,0.3390131,0.4865626,0.6709919,0.9011972,0.10070574,0.1180048
1824:0.8176768,0.39701724,0.02157104,0.80218923,0.6783999,0.118422866,0.10216284,0.88663673,0.77847266,0.27064967
33279:0.07566357,0.32903075,0.1424948,0.5677942,0.42155862,0.3078909,0.12937939,0.92467463,0.9011755,0.40811586
30193:0.51363707,0.74352586,0.29236794,0.7337431,0.9092603,0.72311926,0.7834878,0.20868778,0.48114765,0.1266092
1142:0.6756799,0.8887813,0.97489905,0.16990161,0.4699812,0.4055121,0.11507964,0.018496037,0.09483361,0.011358023
424:0.1739183,0.79985654,0.9936715,0.8653123,0.56406987,0.0147787575,0.4136381,0.72903025,0.8986765,0.74690735
83:0.72823405,0.75097597,0.10852906,0.7712683,0.43788177,0.35486493,0.044242483,0.3657292,0.027054917,-0.0012834771
12267:0.73056555,0.15837336,0.16331959,0.4367746,0.66081095,0.98919857,0.5463338,0.17945743,0.7513521,0.33789182
1178:0.5449245,0.15266347,0.42436028,0.89181805,0.029616833,0.5720663,0.38551652,0.78585935,0.2812779,0.6523812
4919:0.6339395,0.39877725,0.75161016,0.76979303,0.87125635,0.025787234,0.56101763,0.42814064,0.806463,0.56172657
8185:0.6544213,0.7557049,0.43150032,0.5290278,0.20000958,0.7292936,0.7525686,0.42852318,0.5742657,0.16935527
496:0.66403985,0.72355455,0.8541369,0.89919525,0.37342805,0.6853351,0.32859936,0.57766235,0.9178414,0.17008081
47365:0.190678,0.23245871,0.29443324,0.99370193,0.3492272,0.36166775,0.80225325,0.9854132,0.7873523,0.8374133
27806:0.61595345,0.49288297,0.57668185,0.19841838,0.12480521,0.7532377,0.90877926,0.950163,0.24346566,0.055996656
3017:0.4376346,0.06653166,0.18416774,0.961537,0.3797729,0.13617742,0.92864,0.13258064,0.81375086,0.014308214
7198:0.5624057,0.30583203,0.6718079,0.52467513,0.97103083,0.5377413,0.089635015,0.8066801,0.3832308,0.45191705
819:0.14492297,0.96398115,0.1608721,0.3709941,0.023278832,0.7922052,0.17599213,0.49299407,0.5678816,0.14873719
478:0.26102686,0.50761425,0.84416676,0.3747648,0.26367798,0.17479905,0.96745336,0.57236904,-0.0054557705,0.007159648
2757:0.5244489,0.2007153,0.8974314,0.83076525,0.7140956,0.21862137,0.78548265,0.36219358,0.18330085,0.6418562
29412:0.2282089,0.44127584,0.0329566,0.38569248,0.36855805,0.81882524,0.39507365,0.6723001,0.7219256,0.63522005
2084:0.027909994,0.0061169863,0.5371567,0.39520192,0.108234525,0.85318565,0.2068057,0.27220845,0.7779304,0.29404736
1438:0.73344517,0.14324939,0.6474229,0.028653502,0.93647873,0.6376786,0.65669346,0.16764057,0.5706146,0.12471259
783:0.42447042,0.77768385,0.76704454,0.034428954,0.9047679,0.9083463,0.95418465,0.77389836,0.5711435,0.9724095
1133:0.28607357,0.47685313,0.0025986433,0.07562232,0.79094195,0.51336014,0.614913,0.44334662,0.3410256,0.47048676
451:0.6564442,0.3545702,0.066272356,0.560374,0.93786144,0.46087697,0.6183344,0.74013555,0.7493007,0.75754005
